customer_id,vendor_id,like
L1LYPLK,216,1
FP9C193,106,1
RRCJ5Q3,188,1
VN6J51X,401,1
YBNNTZN,386,1
459CLRI,159,1
RX4RCEM,113,1
GHXDY86,106,1
NY08LLX,386,1
UST7PJH,86,1
9F8QI1X,459,1
XARUNI7,575,1
J0ZVXZY,86,1
1127E9R,386,1
M3V1TPR,20,1
1J3IMX3,197,1
6NXPBRY,79,1
QJWOTKO,23,1
QX4DB2P,84,1
AN6SM8L,134,1
U5CI9QE,28,1
YCE0QV2,84,1
MPM5SRA,79,1
MJIUZVN,386,1
IB555AJ,44,1
JY3XXPT,573,1
4GLDJLY,105,1
ZUK3XDW,583,1
V6K29PO,67,1
V050A7I,573,1
XOEKCZW,79,1
5Q5LFRM,188,1
ZDIPKDY,573,1
H1W7LOG,86,1
0RGPL8T,79,1
AX98XE0,86,1
WGW0ZF6,79,1
IHSBOZ4,105,1
FCMQGD4,105,1
YSKIVGD,44,1
HTNCOZ4,105,1
BOAQ5J9,44,1
8DDDHSD,105,1
QWVGHYH,154,1
XBUZ85B,79,1
JT30DFZ,583,1
F36EOT6,106,1
0H2P7W1,459,1
GYQRP6U,459,1
ECCOYNW,578,1
RFFMC2S,86,1
1SYAGCF,86,1
N25H18N,105,1
VZIK43C,44,1
VQIP8S1,92,1
JIXP5G4,79,1
IXXPUTC,79,1
ZXPXWIO,188,1
ONAK0Q8,33,1
1G61VAO,386,1
QKMZYXM,419,1
0B3QNQ5,161,1
UHVV1XU,84,1
6FW2YQB,90,1
JWUU5RM,79,1
S14GAXY,82,1
CLUE78E,154,1
CJHKOGU,207,1
G5T5AMP,84,1
VN6J51X,92,1
3OVK2RD,79,1
FWYBW1J,106,1
VGJFIGM,79,1
P8DGU34,105,1
5SMFD0K,79,1
PPVYOFZ,105,1
YJR8RJP,79,1
PPLSZRM,79,1
KSFJJK1,583,1
2YDEC63,299,1
HJFTTGW,76,1
X7XEMEL,44,1
I1RX46W,105,1
T4T3XCP,92,1
OZ2PQO5,90,1
4H0CLHV,573,1
FDBZ8KE,86,1
M444YKG,578,1
UEHWI52,419,1
NBP1R7W,188,1
MAEOWHD,44,1
CE6YJHV,79,1
O6Y6U1F,105,1
WLW23T3,386,1
8EGUTA3,79,1
1K7OHXI,537,1
SJ4D41V,575,1
QNINDAC,86,1
7PDOEWY,188,1
N6PPDXI,386,1
DXMHFBQ,79,1
HAJ60W9,294,1
P8IFV93,79,1
DHUEX16,106,1
T3KF31M,188,1
HBC5CNZ,299,1
1DHUVN0,188,1
M0T1J02,583,1
Y4GT8MG,90,1
UDFYFD9,28,1
N6UE066,44,1
UINGJGR,105,1
4MOCNPN,79,1
MKF6HY8,23,1
ZDTEAP2,583,1
ZCP73QX,401,1
HRVRR2P,386,1
4EI28DR,79,1
3ZL19DD,386,1
KQP9O7O,79,1
DK2P6M5,401,1
EK4CSIH,199,1
4TTJ2V4,573,1
5CN5V1J,79,1
6U50NT6,575,1
7YTX7R3,191,1
8BCFQAD,105,1
8C5CCFY,237,1
3FGI5X4,191,1
AVBGQG6,43,1
0VWR61B,225,1
032TAZ0,225,1
HJFTTGW,13,1
60KFZ39,199,1
M9CURTF,189,1
6M1ASOO,192,1
NIUEH1Y,191,1
SHIJLYA,310,1
L495VFL,55,1
4JELBTL,575,1
VSQM72V,398,1
511TAJS,76,1
KOOSKGU,225,1
YYKZN0F,398,1
WM6KURU,398,1
2XM2GVL,134,1
CPK2BVK,113,1
2JJAO46,577,1
9JLRYKV,113,1
6DLRRN7,113,1
JRLB643,578,1
NZ4L7J4,398,1
X1DF55Z,419,1
Y19RBYB,113,1
ZZJSJYC,33,1
DDM87DL,160,1
P8IFV93,113,1
4N052QL,84,1
RRCJ5Q3,92,1
ZI1SSGU,189,1
VNZ0PYR,33,1
PQQZSL8,299,1
2OGG8N5,113,1
T2CHP9W,90,1
WGZB0LS,84,1
MAC27U8,113,1
JUNOOV9,289,1
4FFTH26,201,1
JSR033B,113,1
W2FNZNS,398,1
NQP4ZFT,105,1
TL7Z2DM,201,1
EQF0FFA,199,1
CDPFG90,105,1
SHWYMDW,86,1
30Q7VES,386,1
RU86L1Y,86,1
X8BK4DW,106,1
5SMFD0K,106,1
PCZ63J4,84,1
EZTXK46,79,1
SY2SM2G,105,1
ZGEUZOP,386,1
8CMISEP,28,1
UYTI6ZT,386,1
V5T4O78,110,1
EQ4MMC5,148,1
2LS6BMO,105,1
ZR3Z3IZ,160,1
8GDFYZ3,419,1
4MYR4TI,106,1
JB4Z89A,79,1
0B7680O,578,1
3M40RFI,159,1
M97TOKX,33,1
Q5R0F56,134,1
12H68KC,573,1
SI6IA9L,157,1
2FB2CQV,75,1
QYU5873,28,1
AHIZO95,154,1
8ANDERE,4,1
6LKNTQG,113,1
1PCE5SW,105,1
E1L5EUE,106,1
A0IXED8,84,1
AUD81Y7,216,1
QXI8DGE,79,1
JECFCTY,79,1
XTA4RMO,154,1
IEW5W5J,44,1
OLPQD6M,23,1
UAT1KXC,79,1
8I2KIGY,84,1
YCIK719,92,1
CZ1G4KN,573,1
FOXOXV7,193,1
AOVFB4Z,159,1
LFH8TV2,159,1
BJZ7W7T,44,1
M0W66SU,44,1
BO5JV25,577,1
UZZ2WAP,159,1
BBJ3LU6,79,1
AN4LLE4,419,1
JWUU5RM,113,1
699PWQF,573,1
ND1FAS8,459,1
0M4CQ9Y,575,1
3H1FYEQ,79,1
AQIXLKH,459,1
ODZCJRG,79,1
2PK2B85,578,1
EKF13E1,157,1
RJ3XF2Z,44,1
O7JPOW5,79,1
20ZNKGP,577,1
EN5L5UQ,583,1
N65AAFS,105,1
SJSQ8GZ,160,1
XN6L0S1,79,1
U0MTWLJ,159,1
W912FH7,225,1
ROI6HD2,401,1
HELMZLT,105,1
QKMZYXM,583,1
4Q7OSJA,110,1
F6AUULX,84,1
NVEVBNO,79,1
N19D4TM,84,1
BN3GSZJ,79,1
8549XZU,113,1
A1HX2FJ,106,1
RCTVCF8,84,1
QZKG7BG,189,1
A3LQ6CF,79,1
3LX343S,189,1
TYB0JOW,79,1
CQSAIEK,28,1
8143M0V,79,1
XN2X44V,79,1
K9UGDAM,104,1
3S4LS1N,79,1
Z3BTH2Q,79,1
F8I1OVN,79,1
3P2FF9N,79,1
ROWZJUL,106,1
AX98XE0,237,1
V3LIT96,583,1
7AVU33C,191,1
7M61BS6,191,1
L1LYPLK,295,1
LMPS5G0,20,1
8AMMJN6,225,1
F1ICF0P,191,1
XARUNI7,225,1
RLRYB9G,84,1
1Z39OE6,250,1
E2VECVG,81,1
LPC67NO,310,1
LJ25ZXP,55,1
NPKM68R,295,1
W4TMTEZ,20,1
TCPPV08,20,1
XW90EAP,298,1
R9TSMT7,106,1
P6I0H2R,191,1
AVWR2HI,310,1
FKHI9N0,105,1
5KYBZTH,113,1
HFWDZNT,113,1
MOEVEPB,386,1
MJZLPTK,4,1
ACP1R0Y,299,1
P2D8IWA,310,1
U31BNUR,76,1
FB65J4Q,134,1
XDUQ9A1,176,1
VTHMCR3,298,1
XC8FLDW,79,1
Y3OGIXZ,92,1
R7PPAVP,201,1
2W1QP0M,79,1
B9HSJBN,298,1
D7YLSX6,79,1
3IHS3NB,28,1
66KCCJM,250,1
6IP4MC6,298,1
UGBXKBD,113,1
SSFZ9O6,216,1
I36L9KE,113,1
OYGYQH4,79,1
ICN6274,79,1
EG814OV,310,1
J208F0S,43,1
B2MVWCA,386,1
4FFTH26,157,1
WYFQQAI,113,1
OX9QRI3,43,1
B8A9O8F,113,1
HJFTTGW,113,1
6EFJRRA,79,1
LZ909IB,113,1
GJFFKQ3,28,1
N7TH687,106,1
O83NGJ2,575,1
JDIITTE,310,1
6ZJXJA7,79,1
JRFXYGJ,113,1
DB7UL05,265,1
L1A2902,55,1
EBHTPFM,401,1
OCQKGW5,44,1
J2RP6NN,79,1
4W92U09,154,1
K1BEV8S,583,1
M96D5QT,401,1
QFWLNUK,298,1
XJ8RDQI,86,1
V46G0TX,105,1
EVBECSV,113,1
5ADWBLV,90,1
7DO26LY,386,1
V5T4O78,92,1
1ARHPOA,105,1
1EMNPG4,299,1
YHYJ46A,44,1
JALMVNE,583,1
XARUNI7,154,1
HF950CV,84,1
JFGJ8IG,259,1
ETQS9BS,134,1
O7DEOG1,259,1
H3ZGDRJ,44,1
3VCOB8I,28,1
CYZCASF,537,1
3O3JZ45,386,1
O3LKX9A,92,1
YNK1HX4,44,1
CN30C2Y,44,1
11ZIT7S,192,1
B2NHFID,86,1
W6Z2K9V,84,1
1MQY0XU,459,1
FT64I8W,288,1
SF90R7R,573,1
HT4O02S,288,1
JPM4UX3,573,1
NZ4L7J4,105,1
9NDRGOY,79,1
IR6XO8V,79,1
HTGRU64,207,1
WTDDLG9,44,1
K21OY05,67,1
7TYKW5L,105,1
38RZFJP,79,1
IHCYUZR,459,1
X65DCB1,459,1
1AP508C,459,1
AYPZ7WX,105,1
A3O5ZBY,148,1
42C98DL,207,1
HV25BA3,459,1
KH3YPIV,86,1
R0RZ2CQ,44,1
3SXFAFT,197,1
P8IFV93,28,1
OL1EW1M,386,1
WM6KURU,44,1
55EN7KH,79,1
KV3K4KW,148,1
6T4PQ93,386,1
Q32CYG6,578,1
4ZFD8TE,84,1
VWJMLZ8,134,1
LWRZTWF,55,1
DM7N8NV,299,1
VSQM72V,575,1
VSQM72V,86,1
7XVG3L9,299,1
3B60YHD,398,1
TSWBYSW,189,1
YY6U5WO,386,1
381JOC9,79,1
NEQ8275,105,1
YDUTFY0,207,1
E0ES6OY,79,1
OC4X0C0,28,1
2XL7CXQ,75,1
C8D4BO3,288,1
HAJ60W9,189,1
088BPLC,105,1
PQQZSL8,44,1
5JYNTLH,160,1
OQ2A9PR,401,1
DHNXD5Q,79,1
349OAXE,289,1
4G4L2WC,106,1
T1UOQG7,79,1
20E1IQT,160,1
6Z9WAR1,86,1
HJFTTGW,4,1
I4LCRRH,583,1
7ZNR0YN,79,1
JIB0U73,188,1
NXSZHTX,159,1
Q4KLOSX,79,1
EBHTPFM,79,1
CF80YUJ,105,1
7PG0WSJ,86,1
F40FS2S,578,1
YTRTWMP,79,1
CQSAIEK,159,1
D39HP1S,386,1
ZCTVHR9,386,1
I9DNSMJ,537,1
BYPHOXJ,299,1
HL8W33I,583,1
09K01P3,386,1
DIQ1RUF,303,1
FGGA6FH,20,1
3PJ51PB,20,1
HM7Y4CA,189,1
AECD3LL,303,1
LMPS5G0,82,1
ZWQPD99,86,1
KLW71WS,575,1
M758NNC,310,1
H7OF7NH,300,1
AX6ZUGR,110,1
SI3GJ8K,271,1
C2E8VIX,75,1
KM9ETEV,160,1
9XDDOC9,92,1
1IGS0P3,79,1
6BW2O29,157,1
3IHS3NB,203,1
2W1QP0M,113,1
58RL8XQ,84,1
S0OH3KK,537,1
WQPRMWK,113,1
ADW3K56,148,1
2JJAO46,578,1
2GISYZ5,113,1
SXMCLHD,398,1
KHQCE30,79,1
X8BK4DW,79,1
UM80Y15,113,1
5TLJ7IX,79,1
Y39V6UD,578,1
NMP7I5N,84,1
COWYUK6,149,1
KUH6XNI,386,1
2ERUPY1,105,1
CTW1DEL,386,1
72SNPIB,33,1
XY7Z9Z4,90,1
YTRTWMP,578,1
4W92U09,148,1
TYGSE81,386,1
XEM0IYD,575,1
4TOLTN9,55,1
GFOVIFY,288,1
J972WG4,225,1
FYLYDFM,105,1
VZQA986,573,1
J56IAG9,106,1
ZZY3N0D,86,1
J05KG56,237,1
BM8OH9L,44,1
2FB2CQV,92,1
8XE4ZBD,79,1
HQQ6VMN,401,1
A4WHPRO,106,1
BL8XH1V,28,1
SLXOGGQ,44,1
1G61VAO,86,1
LKRPW32,90,1
7DO26LY,459,1
59XKYT7,84,1
RKI0QWK,105,1
P6JTQ5Z,86,1
ZWTLQ5W,28,1
NO1ISG9,157,1
AKKQKOI,578,1
J3D5V9K,33,1
TZHW16E,90,1
P33KUSS,386,1
2NX91EL,79,1
JF15Z1F,79,1
EPXDEW9,84,1
4OG9FZ8,110,1
AXPWO0E,577,1
V9H00GJ,79,1
SSX76N3,84,1
H3P2F2J,79,1
T1UOQG7,578,1
EUNIXQA,79,1
OJZOVCK,578,1
DWZ87C1,105,1
K386T3K,84,1
IO10URP,105,1
X0JL51H,105,1
4LHZSTF,105,1
9IXG13N,386,1
X5NI4BE,583,1
37MZ3GQ,106,1
C0Q8F5Z,537,1
VYJB4L6,79,1
H7OF7NH,90,1
3E04RXU,55,1
J7OGNXA,300,1
00HWUU3,299,1
JWUU5RM,115,1
5NZHWV4,583,1
OKX3IYM,79,1
XDU8NNR,106,1
1WIEY5O,577,1
40XIBOW,44,1
V6EL9F1,79,1
2XRAI2C,113,1
7I075MF,20,1
4AU73XO,310,1
2TA5XWM,225,1
C6QILM1,300,1
5MJG67S,310,1
11EHTC2,148,1
X6QBJMD,84,1
8BZR1IV,310,1
L1LYPLK,20,1
ACP1R0Y,225,1
6OJW4UR,104,1
Q7CM3S4,81,1
8GR8D4Q,82,1
NNID47L,44,1
B27X2DU,33,1
ZRSKN4W,83,1
30Z1JH6,44,1
AR86WZV,176,1
4DW34Q2,113,1
LSSWT4C,83,1
00OT8JX,75,1
UBFGFBK,157,1
U6G38AY,288,1
D7YLSX6,191,1
56PSKAZ,86,1
JIB0U73,298,1
S04R9NQ,386,1
2532Y1A,113,1
1GQTPQQ,157,1
WPNO7FC,33,1
KLMK74H,201,1
WM6KURU,84,1
R2PVLKU,386,1
XNX4U6L,207,1
XGMA0W9,79,1
ZQNLMD5,79,1
S2UCSM8,113,1
PVIL6Z3,23,1
IFGXD4Z,113,1
CIKSAY9,90,1
EUNIXQA,113,1
ACUR5K4,79,1
2GQDX7F,149,1
DB5OJAP,105,1
7BUA0WZ,113,1
XYVTHJ5,201,1
5ARTXD7,84,1
ZD8S6JQ,90,1
FLBFM8B,113,1
FLDZ9OM,113,1
S84DARW,43,1
WAF4V4L,189,1
Q8ABZCD,419,1
MV44G1D,86,1
XOYR6NT,44,1
V9XTOHT,145,1
VSQM72V,386,1
4W92U09,105,1
ZRYDZZL,386,1
LLG1NYP,86,1
ZZJSJYC,310,1
QVVEOU0,86,1
SWQHU1P,271,1
EVBECSV,28,1
F30RUYT,160,1
DI3M0WW,134,1
DIBQBOT,44,1
KQDNDJC,86,1
JGAPKJS,288,1
VYLDNGD,84,1
KOJFVUY,113,1
T3VMBL4,84,1
GMD4QIW,105,1
FW5DBZF,105,1
EIA3H3Z,105,1
Z9RD4XX,105,1
33X2DIZ,90,1
HEYTT47,386,1
9AU5OBD,207,1
7BYS4MI,288,1
1N4MID9,84,1
JA2DK0V,105,1
TSXY8RX,105,1
VXVJUE7,105,1
M2UM2UU,113,1
CN30C2Y,225,1
8GDFYZ3,90,1
VDJU7YT,237,1
2057P09,105,1
SLBJXD0,105,1
DNU1TTG,199,1
QP7QQF6,573,1
2Q5D435,225,1
T7IJJ33,28,1
F6P3T3A,159,1
L7PZ0FS,84,1
3DUAU5B,105,1
H3ZGDRJ,86,1
1CKFKCE,577,1
5SMFD0K,28,1
VXF7AH5,201,1
AM224DF,106,1
3GERZ84,106,1
JRLB643,79,1
N3U6HHH,105,1
Q8ABZCD,537,1
AS9PYP5,573,1
OQA8LTX,28,1
FYTKIIM,79,1
DNT9MSA,573,1
YI85QU8,113,1
YY6U5WO,160,1
XSEVXXM,289,1
YYK7Y7Z,86,1
271BEP7,55,1
GVE725C,79,1
OL1EW1M,575,1
170R0AB,577,1
4ZFD8TE,86,1
OUPNBGI,237,1
L41PXOA,201,1
ZR0OBHP,86,1
LYUH1JP,79,1
4YGMDXJ,79,1
KV3K4KW,386,1
M5W1NVY,105,1
ZG0O4Y9,104,1
CIBHBIZ,79,1
YU025GD,55,1
49SQWNT,578,1
TTDA5GA,44,1
IQNIWS9,105,1
KPDYRB7,386,1
DIQ1RUF,578,1
IAYS9XI,84,1
7DO26LY,105,1
6Z9WAR1,160,1
V9485H7,299,1
IY4FMQT,44,1
9X9TDRM,90,1
8GCTF5N,289,1
AM4VCQD,79,1
9652GYY,573,1
GDGXHCS,105,1
ERNR2O3,199,1
UI5IKWK,105,1
M7BU6GY,105,1
VRF1Z31,578,1
6TSYHNA,105,1
P4U1UOC,44,1
IX2MYC9,105,1
4LKX61S,84,1
ZQ9ENCL,573,1
JSR033B,79,1
KLWME2V,237,1
QBSY0F5,79,1
D8F2FSZ,75,1
LFWPYU7,79,1
F13Q5MM,105,1
P8DGU34,86,1
P61IAEA,148,1
J3MLTR3,90,1
EEU7O70,237,1
NU9GAOC,105,1
ZX2XLPU,84,1
SF0F4QP,105,1
ZLC1JW7,86,1
7Q0S0I9,44,1
SJ4D41V,105,1
ZGEUZOP,105,1
OQ27G1K,105,1
47JOX34,105,1
20C0JXO,79,1
2MMIKEC,459,1
WS6H9KL,79,1
8RZVIZL,86,1
MZJQQQL,79,1
2I1UHXA,79,1
URWZLL0,225,1
EW60PG0,573,1
PFTYQ7W,79,1
BITNF7J,106,1
JZ9QC6V,145,1
JSYPJJ1,90,1
CWK5EKO,113,1
W69PK1X,33,1
355FSZ4,386,1
K3FO85I,578,1
JIXP5G4,578,1
OS6LNQA,104,1
HM4AUZF,105,1
TVIV80C,237,1
8HV4L8Y,192,1
TMD6SN5,79,1
B7KFQZZ,583,1
ATE5AW7,106,1
AECD3LL,76,1
7AVU33C,250,1
BOT5WY6,295,1
ICN6274,679,1
MOGAMGX,82,1
HJFTTGW,20,1
CHBELW1,84,1
W9ZTRAG,303,1
0I2YCHB,189,1
Z9LV2DH,28,1
11EHTC2,84,1
DERNR6V,43,1
D81AWVZ,75,1
1CKFKCE,310,1
L80H66D,157,1
MN0905J,4,1
RK1EQCN,106,1
2TV8YTM,28,1
SAU5BL4,86,1
JFVTG5P,44,1
DXMHFBQ,113,1
I6F4FIS,113,1
ROQNRKT,113,1
I0H7WAN,104,1
PMGTHGX,113,1
AL2ZIUH,113,1
OVXWFT1,79,1
QQCTYNK,149,1
C71KV4R,295,1
96R6ZP5,44,1
066NSPH,386,1
H5KPPHQ,304,1
E5GIQ6X,386,1
VV5W321,84,1
MLYBYXY,113,1
439O2UP,386,1
OA3PHK7,113,1
7KEXEVH,105,1
9PP5IU3,160,1
6DS9BY0,4,1
PUQFFNB,299,1
O45M97I,575,1
HOAEPWD,79,1
0M4CQ9Y,386,1
YG96QWA,295,1
OT09PVK,160,1
PI77GY0,459,1
VF9R62R,79,1
R40KM2L,289,1
JO285GP,148,1
UC8MDVT,573,1
UOQ9EW5,192,1
CV0PJ6V,578,1
BRP0U1C,578,1
23AXGR6,104,1
BQG3CJO,537,1
EUF3GF8,459,1
96U4HCA,106,1
KGY82SY,237,1
7I075MF,82,1
VDEJEMP,82,1
UTBGSDQ,191,1
BO0OU6A,225,1
LRUF6EX,13,1
MDJABVV,310,1
M3IBS99,300,1
33X2DIZ,225,1
TMOG37L,192,1
OYNML4D,386,1
8RZVIZL,386,1
OYNML4D,86,1
JGD7JR2,191,1
SY2SM2G,84,1
5HX511K,84,1
2WGF9T2,23,1
8NTPQML,84,1
A6ODTGM,191,1
O9Q9W1L,84,1
KLYMNNM,386,1
ROQNRKT,20,1
M71JHIW,67,1
T3VMBL4,386,1
PYX53R1,92,1
6CVNFJ2,207,1
LXRXT3P,547,1
U9CBQKW,113,1
CIKSAY9,145,1
11MG3HH,113,1
58RL8XQ,386,1
WSNYTCQ,188,1
XWQOYGB,113,1
LSSWT4C,582,1
C6PRY9R,459,1
6RB5OS3,113,1
S84DARW,578,1
NBHQJXI,547,1
1CKFKCE,298,1
IW70NTJ,386,1
KTE7MHD,113,1
II7VVZZ,578,1
JDB72VQ,44,1
U69KXRD,20,1
LYUH1JP,401,1
10A2LDQ,583,1
VECJW74,113,1
23AHYU3,113,1
J9S1F4N,86,1
VSQM72V,84,1
H12MGNH,191,1
EKYO4YO,113,1
BQBMQ6Q,115,1
BBN894T,113,1
F17PUWE,75,1
YN8M0Y8,189,1
1P2UW7J,33,1
QFWZ0G1,86,1
SNTD96I,547,1
QKMZYXM,386,1
RP2D1KF,86,1
6EFJRRA,113,1
CCCSVEG,79,1
URLP7T1,459,1
X9W8FDK,44,1
RROWCPX,44,1
6V24S9H,289,1
R9RKBGG,578,1
2N04MIR,75,1
RWP7WAK,86,1
RWP7WAK,84,1
LRUF6EX,75,1
CGEVKQ0,84,1
D9GADP0,79,1
RC5WD5F,573,1
AECD3LL,105,1
9WGMQXH,28,1
AILWG77,83,1
K9V1AM9,84,1
QUM2BUR,304,1
TSENVS2,577,1
K4QAR6T,105,1
5YIDJ28,28,1
UGLF11F,398,1
DBSDLAG,86,1
A1E4BWK,67,1
QZUVFZQ,79,1
5WOIZH4,28,1
860V4UT,386,1
HJEX50F,55,1
AOW0DAV,188,1
T7SL01W,189,1
X53PNEA,44,1
LBUIKDQ,79,1
JULGPI7,199,1
SCM84AN,578,1
GX0J8O3,578,1
TI2FHS7,159,1
ES0KDB7,79,1
Y6610S6,199,1
YYPNRFJ,84,1
IX6CANF,79,1
I5S863M,159,1
Y0MYAYD,104,1
P1VJ1QC,573,1
LFH8TV2,20,1
8DDDHSD,225,1
ANAUZO1,159,1
S68QEUY,578,1
U32V7GH,577,1
C7GSH26,398,1
K21OY05,578,1
VA7JH4S,110,1
J56IAG9,113,1
JOZL0GS,113,1
AUEURIU,113,1
3UAUT5B,207,1
RTJ1BZM,157,1
0H2Z21N,113,1
6NXPBRY,113,1
AOKXWF5,113,1
KJGH9NO,113,1
A3SA7TG,113,1
C7VJ037,207,1
53UK350,157,1
MJZLPTK,113,1
HY40W9G,113,1
8YW0PPI,92,1
CLSTN95,86,1
8WNKX1U,113,1
3RTI9CO,86,1
M7BU6GY,84,1
JA2DK0V,86,1
ZCI01W7,104,1
1R2KKZQ,386,1
95MSZFY,386,1
R9RKBGG,75,1
HBC5CNZ,84,1
1TS3YOK,86,1
PQCYSQI,386,1
AYPZ7WX,81,1
SWZI38E,386,1
ZZJSJYC,259,1
SBK6VBU,84,1
BAM8Z8O,13,1
Z8F5TZU,299,1
3N1UK72,386,1
P7HTW4I,271,1
QE97GPW,176,1
D9BNIAO,386,1
CA768E7,547,1
AKQZTB2,299,1
GQGXPMY,573,1
Z8YFY39,79,1
SWD6E9S,86,1
4W92U09,459,1
5Z9OMFA,90,1
67O38RT,134,1
K4TH4B4,79,1
MHNHGTE,459,1
FW5DBZF,299,1
KU0KW1H,28,1
ROYEY97,83,1
NRSDAY3,578,1
YN5L7A0,104,1
CXI1L5J,105,1
15PI1K4,105,1
OFH6BD0,176,1
V2V10NP,81,1
NQURR1U,28,1
E1BQ7S6,459,1
VG0STTW,86,1
FWYBW1J,79,1
CIDIVV7,44,1
SJ4D41V,299,1
DV6P190,84,1
0YKMXKQ,79,1
2NS8HDP,79,1
N4DNCPE,537,1
CQUDEY3,237,1
EN49AXK,199,1
IIQGYQ5,237,1
CLUE78E,84,1
SM6YZZT,84,1
MEL54EU,299,1
AFJYNHD,105,1
4BPHGFM,105,1
ROQNRKT,148,1
WPNO7FC,44,1
QM2QQCB,401,1
S14GAXY,159,1
ZXFUY4K,79,1
OBD2E8V,43,1
EKYO4YO,79,1
1GEO39K,79,1
1P5RQ9H,159,1
UFIJWXV,419,1
P2C9V9D,191,1
LHLENQX,79,1
3YK00HN,573,1
22NVR25,577,1
DUJF7L7,105,1
WM6KURU,105,1
22NVR25,84,1
A3TC1OJ,79,1
8Q2WTVL,148,1
524A2TQ,573,1
ELLY43N,148,1
W6XKLLY,105,1
R9TSMT7,28,1
VJO4S5N,86,1
DJZT2H8,299,1
GU1KW0P,105,1
HYDXOO2,79,1
R2PVLKU,237,1
V3M07GD,105,1
U6PHSKT,401,1
6RDF5TB,33,1
B2Z8IV2,86,1
YQC2R6H,386,1
USHRJKY,79,1
D0L59XQ,79,1
P6UIB1D,79,1
L4WDNZ1,33,1
33B6YJT,86,1
BBN894T,28,1
J91BLFB,578,1
G1ZSTIU,90,1
XGE7RDS,225,1
UI10PCC,225,1
DXHU96T,86,1
2PK2B85,76,1
B8QC243,81,1
DNBOFDH,189,1
XPF0DNM,157,1
IJLOVPJ,81,1
JO1FNRA,105,1
HEZBSA9,113,1
MC94O76,110,1
C7GSH26,577,1
Z5HQVQ3,386,1
XDU8NNR,113,1
JALMVNE,207,1
DLUZHWB,201,1
L15NBKX,299,1
QCYII2N,398,1
2EBAIOX,113,1
JWEZV12,299,1
JOZL0GS,199,1
AMW23UD,157,1
KHTZDKK,386,1
0U7UMHK,113,1
X0JL51H,113,1
WW7KUKH,105,1
1P7ISTB,577,1
BITNF7J,113,1
WZEECA1,84,1
J6M5G8C,104,1
1GUKIWO,104,1
1PAPZ6Z,106,1
CI3FRLB,84,1
O9P397E,386,1
K9UF6JN,386,1
P74AP4R,189,1
JL4YV8J,154,1
B2Z8IV2,105,1
1VTCLEG,386,1
WP5L4LW,188,1
JL4YV8J,575,1
HWFSAO0,86,1
A4WHPRO,113,1
RCMJPTZ,189,1
3CJKSR9,578,1
EJZLENZ,86,1
EGHDLMS,207,1
10004UC,86,1
13HY3SZ,148,1
7MO9V9K,148,1
ZGEUZOP,86,1
IIQGYQ5,86,1
WS6H9KL,203,1
UI5IKWK,86,1
TAXY1ZC,86,1
SOS1EPK,86,1
2FB2CQV,110,1
QJ039QU,386,1
FODKOKN,237,1
KMP3EIT,134,1
3CS6P25,159,1
CLO0FV6,145,1
TXHYJMO,86,1
CLO0FV6,237,1
6Y857RN,86,1
MLY7UJE,84,1
X2SRCVC,4,1
25X9KEV,386,1
8CLF2RO,386,1
M825VSK,105,1
QJ8QU7P,583,1
1FO4YB2,84,1
7DHXYCH,104,1
IXWXK1L,237,1
JPI9V9R,79,1
AVNXNSJ,84,1
S2ALZFL,79,1
450KED3,84,1
6RB5OS3,582,1
HFS9ITQ,84,1
O49LK57,134,1
4GLDJLY,299,1
ZEPB0D7,44,1
X65DCB1,145,1
XXWZUJY,75,1
BX2RC89,84,1
APT05AH,159,1
9EQCM6B,577,1
EFN0PTW,386,1
EZXK3IJ,148,1
5WTM0J7,79,1
MVWGSMJ,28,1
6POHNJ1,79,1
K8OD3YH,84,1
DA6W260,105,1
O8HI5TI,105,1
9K33B7I,299,1
X7XEMEL,84,1
IB555AJ,299,1
VUG6KPD,105,1
AGFAV5V,299,1
81WUE0L,86,1
F17PUWE,13,1
LZ909IB,90,1
XUSY3LJ,84,1
LO9JOVK,157,1
3P2FF9N,191,1
V2CQXYN,84,1
NKUIDUR,105,1
OOPLIZF,79,1
Y0MYAYD,159,1
XCQP9ZP,105,1
YU90KWF,237,1
E9AZV5V,188,1
TAQ4VMJ,459,1
9ON3R7B,90,1
XHELP9N,159,1
CQW1K42,23,1
RYWA6W1,86,1
A5MMQM6,145,1
KE4PF80,106,1
F3AOVO4,160,1
9EB7EYY,105,1
S9NHAF7,67,1
LXAAKXC,105,1
5WGFAIE,79,1
H3P2F2J,106,1
4E04ID2,578,1
PN8OGWA,154,1
OOGVO0E,160,1
VF9R62R,113,1
J8L9M0M,582,1
YYPNRFJ,289,1
3XYNP2P,583,1
QZUVFZQ,547,1
12QTVV7,81,1
ES05CVU,176,1
YIG8WQ6,20,1
E9AZV5V,295,1
1Z39OE6,191,1
FJ8AF4X,298,1
2LWS99M,391,1
74CQP8S,76,1
ZZRJABJ,191,1
1XYND9F,225,1
11EHTC2,386,1
ZBML34H,225,1
FKHI9N0,225,1
J4VD9AT,76,1
VP87DN5,76,1
RMXTZER,192,1
TBGJ2W8,225,1
VGGRM33,110,1
ZA0XLZM,75,1
HNOGP9K,295,1
H2R00AP,398,1
2TV8YTM,4,1
KYFPWWC,33,1
7VHQS3T,216,1
S0OH3KK,583,1
O3LKX9A,201,1
O7XSH81,23,1
Z47UWUG,299,1
